customer_id,registration_date,customer_segment,acquisition_channel,total_orders,total_spent,last_order_date
C003031,2025-07-06,New,Referral,0.0,0.0,
C003032,2025-05-27,Returning,Social Media,0.0,0.0,
C003033,2024-08-04,New,Organic Search,2.0,1164.17,2023-12-08
C003034,2023-01-02,New,Referral,22.0,13087.54,2025-06-13
C003035,2024-04-08,Returning,Organic Search,0.0,0.0,
C003036,2025-09-06,New,Paid Search,0.0,0.0,
C003037,2024-01-30,VIP,Referral,3.0,1298.66,2025-01-01
C003038,2023-06-18,Returning,Email Marketing,11.0,3730.39,2025-02-14
C003039,2025-08-19,Returning,Email Marketing,0.0,0.0,
C003040,2024-06-12,VIP,Referral,0.0,0.0,
C003041,2025-07-12,New,Social Media,0.0,0.0,
C003042,2025-04-29,New,Organic Search,0.0,0.0,
C003043,2025-04-19,New,Direct,0.0,0.0,
C003044,2025-03-12,New,Referral,1.0,149.4,2024-11-06
C003045,2024-12-29,New,Direct,0.0,0.0,
C003046,2025-02-27,New,Direct,0.0,0.0,
C003047,2024-03-03,Returning,Paid Search,3.0,596.21,2025-02-10
C003048,2025-09-27,New,Paid Search,0.0,0.0,
C003049,2025-03-19,New,Referral,1.0,389.74,2022-02-22
C003050,2025-04-19,Returning,Social Media,0.0,0.0,
C003051,2023-04-20,Returning,Email Marketing,10.0,5416.66,2025-05-24
C003052,2024-02-14,Returning,Paid Search,4.0,2913.41,2025-09-28
C003053,2024-10-08,Returning,Paid Search,1.0,300.33,2025-07-19
C003054,2025-08-20,New,Organic Search,0.0,0.0,
C003055,2025-05-07,New,Direct,0.0,0.0,
C003056,2025-07-17,Returning,Email Marketing,0.0,0.0,
C003057,2025-05-11,Returning,Email Marketing,0.0,0.0,
C003058,2025-04-16,Returning,Email Marketing,0.0,0.0,
C003059,2025-04-28,New,Referral,1.0,132.48,2023-02-24
C003060,2024-11-08,Returning,Paid Search,1.0,2800.3,2025-08-15
C003061,2025-01-11,Returning,Organic Search,1.0,673.17,2024-06-13
C003062,2024-10-21,New,Organic Search,0.0,0.0,
C003063,2025-09-19,Returning,Direct,0.0,0.0,
C003064,2024-11-09,Returning,Email Marketing,0.0,0.0,
C003065,2023-05-30,Returning,Email Marketing,6.0,3587.63,2025-03-28
C003066,2025-01-11,VIP,Paid Search,0.0,0.0,
C003067,2024-03-17,New,Referral,1.0,819.84,2024-01-07
C003068,2024-04-08,Returning,Social Media,2.0,759.26,2024-02-24
C003069,2023-01-02,Returning,Paid Search,23.0,12600.68,2025-07-04
C003070,2023-12-25,Returning,Organic Search,6.0,1701.49,2025-08-13
C003071,2025-01-08,New,Referral,0.0,0.0,
C003072,2025-09-13,New,Direct,0.0,0.0,
C003073,2023-01-02,Returning,Social Media,18.0,10935.93,2025-09-27
C003074,2025-01-12,Returning,Paid Search,1.0,282.6,2024-03-12
C003075,2024-09-21,VIP,Social Media,2.0,430.73,2025-09-19
C003076,2025-03-29,New,Organic Search,1.0,492.3,2025-08-01
C003077,2024-05-15,VIP,Social Media,3.0,490.77,2024-10-06
C003078,2025-08-19,New,Organic Search,0.0,0.0,
C003079,2025-02-28,New,Social Media,1.0,442.37,2024-03-28
C003080,2024-08-17,Returning,Referral,0.0,0.0,
C003081,2023-10-01,Returning,Direct,5.0,1504.1,2025-08-12
C003082,2025-07-19,Returning,Referral,0.0,0.0,
C003083,2025-03-06,Returning,Email Marketing,0.0,0.0,
C003084,2023-01-02,Returning,Paid Search,33.0,23622.13,2025-08-14
C003085,2024-10-22,Returning,Email Marketing,0.0,0.0,
C003086,2025-08-11,New,Paid Search,0.0,0.0,
C003087,2023-01-02,Returning,Direct,22.0,15803.3,2025-09-26
C003088,2025-09-16,Returning,Email Marketing,0.0,0.0,
C003089,2025-03-03,VIP,Email Marketing,0.0,0.0,
C003090,2023-10-31,Returning,Email Marketing,6.0,9400.36,2024-08-04
C003091,2023-12-14,New,Organic Search,6.0,3167.66,2023-11-04
C003092,2024-12-26,New,Organic Search,0.0,0.0,
C003093,2023-01-02,Returning,Email Marketing,27.0,22252.66,2025-06-06
C003094,2025-09-25,Returning,Email Marketing,0.0,0.0,
C003095,2024-04-20,Returning,Email Marketing,0.0,0.0,
C003096,2023-10-04,Returning,Social Media,7.0,2263.85,2025-08-15
C003097,2025-07-28,Returning,Direct,1.0,1110.36,2024-05-15
C003098,2024-10-22,Returning,Paid Search,1.0,1560.1,2022-05-22
C003099,2025-04-02,New,Social Media,0.0,0.0,
C003100,2025-01-18,New,Social Media,0.0,0.0,
C003101,2025-01-07,New,Social Media,0.0,0.0,
C003102,2025-09-03,Returning,Email Marketing,0.0,0.0,
C003103,2024-08-19,Returning,Referral,4.0,5768.45,2024-09-12
C003104,2024-11-03,New,Referral,3.0,1832.5,2025-07-09
C003105,2025-08-25,VIP,Email Marketing,0.0,0.0,
C003106,2025-07-20,New,Email Marketing,1.0,960.44,2023-05-06
C003107,2024-11-07,Returning,Referral,1.0,940.42,2023-02-08
C003108,2025-01-19,VIP,Referral,1.0,483.67,2022-02-21
C003109,2023-11-15,New,Referral,5.0,2649.22,2025-05-12
C003110,2025-07-05,New,Referral,0.0,0.0,
C003111,2025-09-03,New,Social Media,0.0,0.0,
C003112,2025-02-23,VIP,Social Media,0.0,0.0,
C003113,2025-02-21,New,Email Marketing,1.0,349.31,2024-10-16
C003114,2023-07-23,New,Social Media,8.0,5680.36,2025-06-09
C003115,2024-04-25,New,Referral,2.0,3893.92,2024-11-03
C003116,2025-02-07,Returning,Paid Search,0.0,0.0,
C003117,2025-09-24,New,Email Marketing,0.0,0.0,
C003118,2025-06-06,Returning,Referral,1.0,969.76,2022-01-26
C003119,2025-05-17,New,Direct,0.0,0.0,
C003120,2024-11-09,New,Email Marketing,0.0,0.0,
C003121,2025-06-17,Returning,Social Media,0.0,0.0,
C003122,2024-08-21,New,Social Media,1.0,907.78,2022-10-11
C003123,2025-07-06,Returning,Organic Search,1.0,186.54,2023-04-07
C003124,2025-06-11,Returning,Organic Search,0.0,0.0,
C003125,2024-11-29,VIP,Direct,1.0,168.24,2025-07-12
C003126,2025-06-19,New,Organic Search,0.0,0.0,
C003127,2024-07-22,Returning,Organic Search,1.0,514.29,2024-01-12
C003128,2023-04-26,Returning,Paid Search,15.0,16131.62,2025-07-30
C003129,2025-04-06,VIP,Referral,1.0,1167.58,2024-06-08
C003130,2023-01-02,VIP,Organic Search,19.0,12305.34,2025-07-17
C003131,2024-12-25,Returning,Referral,1.0,205.8,2022-06-19
C003132,2025-06-14,Returning,Social Media,1.0,1011.57,2024-08-13
C003133,2024-10-19,VIP,Organic Search,0.0,0.0,
C003134,2025-09-20,New,Email Marketing,0.0,0.0,
C003135,2025-07-22,VIP,Referral,0.0,0.0,
C003136,2024-08-12,Returning,Paid Search,1.0,3101.98,2023-05-18
C003137,2024-09-06,VIP,Direct,1.0,327.58,2023-07-26
C003138,2025-01-26,New,Email Marketing,1.0,250.65,2022-01-01
C003139,2024-06-20,Returning,Referral,1.0,762.16,2023-11-21
C003140,2025-09-22,VIP,Email Marketing,0.0,0.0,
C003141,2024-01-31,New,Referral,5.0,5135.77,2024-09-04
C003142,2023-01-02,New,Email Marketing,20.0,14044.5,2025-09-06
C003143,2025-05-04,Returning,Organic Search,0.0,0.0,
C003144,2025-07-22,New,Email Marketing,0.0,0.0,
C003145,2024-12-08,Returning,Paid Search,0.0,0.0,
C003146,2024-08-25,Returning,Direct,0.0,0.0,
C003147,2025-09-28,Returning,Direct,0.0,0.0,
C003148,2023-01-02,VIP,Social Media,26.0,18842.85,2025-06-22
C003149,2024-09-09,Returning,Paid Search,1.0,536.27,2025-05-31
C003150,2025-09-10,New,Referral,0.0,0.0,
C003151,2023-01-02,VIP,Email Marketing,18.0,16043.27,2025-06-17
C003152,2025-04-21,New,Email Marketing,1.0,845.37,2023-06-17
C003153,2025-03-11,New,Direct,0.0,0.0,
C003154,2025-08-18,Returning,Organic Search,0.0,0.0,
C003155,2024-12-27,New,Referral,0.0,0.0,
C003156,2024-09-25,VIP,Referral,0.0,0.0,
C003157,2025-04-01,Returning,Referral,1.0,217.55,2022-06-04
C003158,2024-12-18,New,Referral,1.0,333.24,2024-12-03
C003159,2025-05-29,VIP,Paid Search,0.0,0.0,
C003160,2023-08-22,Returning,Referral,5.0,2576.52,2025-06-18
C003161,2025-08-10,VIP,Email Marketing,0.0,0.0,
C003162,2025-01-08,Returning,Direct,0.0,0.0,
C003163,2023-11-16,New,Referral,4.0,2910.02,2023-10-17
C003164,2025-08-25,Returning,Referral,0.0,0.0,
C003165,2025-07-24,VIP,Paid Search,0.0,0.0,
C003166,2024-11-04,Returning,Referral,0.0,0.0,
C003167,2024-08-26,Returning,Organic Search,1.0,581.72,2023-12-04
C003168,2024-09-04,VIP,Social Media,0.0,0.0,
C003169,2025-05-25,New,Email Marketing,0.0,0.0,
C003170,2023-06-11,Returning,Organic Search,10.0,7523.84,2025-04-18
C003171,2023-01-02,Returning,Direct,31.0,20398.61,2025-08-03
C003172,2025-05-28,New,Social Media,0.0,0.0,
C003173,2023-01-02,New,Referral,20.0,9768.69,2025-09-28
C003174,2025-07-21,New,Email Marketing,0.0,0.0,
C003175,2025-07-02,New,Social Media,1.0,2518.06,2023-06-26
C003176,2023-08-01,New,Organic Search,8.0,2625.61,2025-05-28
C003177,2024-02-10,New,Paid Search,6.0,1926.69,2024-12-12
C003178,2024-04-21,Returning,Social Media,1.0,1070.48,2025-01-05
C003179,2023-11-12,New,Email Marketing,3.0,1032.2,2025-02-18
C003180,2024-10-28,Returning,Referral,0.0,0.0,
C003181,2024-12-17,Returning,Organic Search,0.0,0.0,
C003182,2025-04-15,Returning,Paid Search,0.0,0.0,
C003183,2025-01-21,Returning,Direct,0.0,0.0,
C003184,2025-07-29,Returning,Direct,0.0,0.0,
C003185,2024-07-31,New,Organic Search,3.0,2214.34,2025-09-03
C003186,2025-07-29,New,Referral,0.0,0.0,
C003187,2025-03-11,Returning,Social Media,0.0,0.0,
C003188,2025-06-24,VIP,Email Marketing,0.0,0.0,
C003189,2024-04-27,Returning,Direct,1.0,1496.24,2024-10-13
C003190,2025-07-26,VIP,Social Media,0.0,0.0,
C003191,2024-11-14,VIP,Paid Search,0.0,0.0,
C003192,2025-09-21,Returning,Referral,0.0,0.0,
C003193,2025-04-27,New,Social Media,0.0,0.0,
C003194,2025-02-11,New,Referral,0.0,0.0,
C003195,2025-09-16,Returning,Direct,0.0,0.0,
C003196,2024-01-31,Returning,Social Media,1.0,787.09,2025-07-21
C003197,2025-02-18,Returning,Paid Search,0.0,0.0,
C003198,2023-12-28,Returning,Referral,3.0,1859.87,2025-02-07
C003199,2024-12-14,Returning,Organic Search,1.0,600.03,2025-06-21
C003200,2025-02-23,Returning,Organic Search,0.0,0.0,
C003201,2024-06-23,New,Social Media,2.0,378.42,2025-03-09
C003202,2024-04-13,VIP,Email Marketing,3.0,1682.83,2024-02-18
C003203,2024-11-12,New,Referral,1.0,156.08,2022-07-27
C003204,2025-02-03,VIP,Paid Search,0.0,0.0,
C003205,2025-07-29,VIP,Social Media,0.0,0.0,
C003206,2023-01-02,New,Referral,26.0,16319.47,2025-08-25
C003207,2025-01-20,Returning,Paid Search,1.0,1093.99,2024-07-14
C003208,2025-09-24,New,Paid Search,0.0,0.0,
C003209,2024-01-30,VIP,Paid Search,2.0,2010.62,2025-04-16
C003210,2025-01-09,Returning,Social Media,0.0,0.0,
C003211,2025-09-06,New,Paid Search,0.0,0.0,
C003212,2024-11-04,New,Social Media,2.0,391.66,2023-05-31
C003213,2025-08-03,New,Referral,0.0,0.0,
C003214,2023-01-02,VIP,Organic Search,27.0,22535.44,2025-07-06
C003215,2025-05-02,Returning,Email Marketing,0.0,0.0,
C003216,2024-09-12,New,Paid Search,1.0,889.99,2024-10-31
C003217,2025-01-01,New,Organic Search,0.0,0.0,
C003218,2025-06-09,New,Paid Search,0.0,0.0,
C003219,2025-09-26,New,Email Marketing,0.0,0.0,
C003220,2023-04-19,Returning,Organic Search,7.0,6279.22,2024-08-18
C003221,2023-02-12,Returning,Direct,15.0,9473.67,2025-03-25
C003222,2025-06-22,New,Referral,0.0,0.0,
C003223,2023-05-20,VIP,Direct,10.0,4155.26,2025-09-17
C003224,2025-09-03,Returning,Paid Search,1.0,1224.88,2024-06-13
C003225,2025-01-14,Returning,Referral,0.0,0.0,
C003226,2024-05-21,Returning,Organic Search,1.0,1319.41,2022-01-05
C003227,2025-09-17,New,Organic Search,0.0,0.0,
C003228,2024-01-04,Returning,Paid Search,0.0,0.0,
C003229,2025-06-30,New,Email Marketing,1.0,413.92,2022-05-22
C003230,2023-12-17,Returning,Organic Search,4.0,862.11,2025-06-17
C003231,2025-07-02,New,Email Marketing,0.0,0.0,
C003232,2025-03-11,New,Paid Search,0.0,0.0,
C003233,2025-06-14,Returning,Organic Search,0.0,0.0,
C003234,2023-01-02,New,Organic Search,21.0,10122.7,2025-09-19
C003235,2025-08-13,Returning,Email Marketing,0.0,0.0,
C003236,2025-07-27,New,Paid Search,0.0,0.0,
C003237,2024-06-02,New,Organic Search,2.0,235.2,2022-06-02
C003238,2025-07-31,New,Social Media,0.0,0.0,
C003239,2023-01-24,Returning,Email Marketing,28.0,18424.33,2025-09-12
C003240,2025-07-11,New,Direct,0.0,0.0,
C003241,2023-12-17,New,Social Media,2.0,1749.56,2025-03-28
C003242,2025-06-25,New,Organic Search,0.0,0.0,
C003243,2025-03-15,Returning,Direct,0.0,0.0,
C003244,2024-08-18,Returning,Organic Search,1.0,1271.98,2023-05-19
C003245,2025-06-16,Returning,Referral,0.0,0.0,
C003246,2024-03-04,New,Direct,1.0,274.02,2024-08-03
C003247,2024-12-21,VIP,Social Media,0.0,0.0,
C003248,2024-12-06,Returning,Direct,0.0,0.0,
C003249,2025-08-10,VIP,Organic Search,0.0,0.0,
C003250,2025-06-01,Returning,Paid Search,1.0,241.11,2022-05-16
C003251,2024-01-28,New,Referral,1.0,937.2,2022-07-16
C003252,2024-09-01,Returning,Referral,1.0,162.34,2024-08-02
C003253,2025-08-14,New,Social Media,0.0,0.0,
C003254,2024-08-22,VIP,Organic Search,0.0,0.0,
C003255,2025-01-12,Returning,Email Marketing,0.0,0.0,
C003256,2025-05-09,New,Email Marketing,0.0,0.0,
C003257,2025-01-14,New,Referral,0.0,0.0,
C003258,2024-04-19,Returning,Direct,3.0,4325.2,2025-01-08
C003259,2025-02-01,VIP,Direct,1.0,692.03,2023-11-25
C003260,2024-05-06,New,Direct,1.0,723.19,2022-07-18
C003261,2024-04-13,New,Email Marketing,0.0,0.0,
C003262,2024-08-24,Returning,Social Media,2.0,6534.14,2024-12-17
C003263,2025-09-15,Returning,Organic Search,0.0,0.0,
C003264,2024-07-05,Returning,Email Marketing,2.0,836.43,2024-02-27
C003265,2025-05-14,Returning,Referral,0.0,0.0,
C003266,2024-10-03,New,Direct,3.0,1847.84,2025-08-27
C003267,2025-08-06,Returning,Referral,0.0,0.0,
C003268,2024-12-24,Returning,Referral,0.0,0.0,
C003269,2025-04-28,Returning,Social Media,0.0,0.0,
C003270,2025-09-25,Returning,Referral,0.0,0.0,
C003271,2025-09-13,Returning,Referral,0.0,0.0,
C003272,2024-02-22,Returning,Organic Search,9.0,6352.66,2025-07-02
C003273,2024-11-21,VIP,Direct,1.0,461.17,2022-11-01
C003274,2025-09-25,New,Email Marketing,0.0,0.0,
C003275,2024-06-04,VIP,Paid Search,4.0,2466.63,2025-07-17
C003276,2023-01-02,Returning,Paid Search,31.0,19537.25,2025-09-11
C003277,2023-03-21,Returning,Organic Search,20.0,14663.88,2025-08-16
C003278,2024-07-28,Returning,Direct,0.0,0.0,
C003279,2023-01-02,Returning,Email Marketing,31.0,35068.61,2025-02-28
C003280,2025-08-19,Returning,Social Media,0.0,0.0,
C003281,2024-01-17,VIP,Direct,1.0,119.99,2025-09-21
C003282,2024-01-03,Returning,Referral,3.0,1217.37,2024-12-09
C003283,2025-03-15,Returning,Referral,0.0,0.0,
C003284,2024-07-26,Returning,Referral,1.0,582.72,2023-06-22
C003285,2025-06-28,New,Social Media,0.0,0.0,
C003286,2024-12-03,New,Paid Search,0.0,0.0,
C003287,2023-04-13,New,Direct,16.0,5848.43,2025-06-25
C003288,2024-11-11,Returning,Organic Search,2.0,2126.46,2023-05-03
C003289,2023-04-16,Returning,Email Marketing,14.0,13547.74,2025-06-10
C003290,2024-07-28,Returning,Email Marketing,0.0,0.0,
C003291,2025-03-08,New,Email Marketing,0.0,0.0,
C003292,2025-03-29,New,Email Marketing,1.0,382.79,2022-05-08
C003293,2025-09-25,New,Organic Search,0.0,0.0,
C003294,2025-09-09,VIP,Referral,1.0,2347.58,2023-04-03
C003295,2023-01-02,New,Referral,21.0,10868.22,2025-06-25
C003296,2025-05-01,New,Paid Search,0.0,0.0,
C003297,2024-10-23,Returning,Direct,0.0,0.0,
C003298,2024-07-31,New,Direct,1.0,48.76,2025-04-23
C003299,2023-01-02,Returning,Direct,23.0,16356.1,2025-07-28
C003300,2024-02-10,New,Direct,7.0,4696.43,2025-05-08
C003301,2025-01-31,Returning,Email Marketing,0.0,0.0,
C003302,2025-02-26,Returning,Organic Search,1.0,3540.41,2025-09-17
C003303,2025-09-14,Returning,Organic Search,0.0,0.0,
C003304,2025-07-28,Returning,Direct,0.0,0.0,
C003305,2025-07-25,New,Email Marketing,0.0,0.0,
C003306,2025-08-18,Returning,Paid Search,1.0,99.35,2024-09-18
C003307,2025-08-18,New,Paid Search,0.0,0.0,
C003308,2024-09-17,New,Referral,1.0,1182.76,2022-09-04
C003309,2024-08-01,New,Email Marketing,1.0,527.87,2024-08-11
C003310,2025-02-14,New,Social Media,0.0,0.0,
C003311,2025-05-14,Returning,Referral,1.0,159.18,2024-05-26
C003312,2023-10-01,Returning,Referral,11.0,5552.85,2025-08-14
C003313,2025-06-18,Returning,Direct,0.0,0.0,
C003314,2024-01-03,New,Direct,4.0,2462.7,2024-01-04
C003315,2025-04-30,New,Paid Search,0.0,0.0,
C003316,2024-12-01,New,Paid Search,0.0,0.0,
C003317,2023-10-29,New,Social Media,6.0,2737.27,2025-08-27
C003318,2025-02-22,New,Organic Search,1.0,161.52,2022-12-20
C003319,2024-04-02,Returning,Organic Search,2.0,3590.79,2023-03-03
C003320,2024-05-30,Returning,Social Media,2.0,566.64,2023-06-23
C003321,2024-12-11,Returning,Organic Search,1.0,876.19,2023-04-24
C003322,2025-03-30,New,Organic Search,0.0,0.0,
C003323,2024-12-08,New,Direct,0.0,0.0,
C003324,2024-07-31,New,Referral,0.0,0.0,
C003325,2024-05-03,Returning,Paid Search,2.0,842.73,2024-10-13
C003326,2024-12-08,New,Email Marketing,1.0,1355.8,2024-11-12
C003327,2024-07-14,Returning,Paid Search,3.0,1888.48,2024-05-04
C003328,2025-01-09,Returning,Referral,0.0,0.0,
C003329,2025-07-07,New,Email Marketing,0.0,0.0,
C003330,2025-05-23,Returning,Referral,0.0,0.0,
C003331,2024-03-07,New,Email Marketing,1.0,1954.92,2023-10-04
C003332,2023-01-22,VIP,Email Marketing,18.0,11147.88,2025-08-28
C003333,2024-06-14,Returning,Paid Search,1.0,848.98,2025-02-23
C003334,2024-12-04,Returning,Organic Search,0.0,0.0,
C003335,2024-11-17,Returning,Organic Search,2.0,695.89,2023-01-27
C003336,2025-05-28,New,Organic Search,0.0,0.0,
C003337,2024-08-31,VIP,Direct,1.0,346.01,2023-11-25
C003338,2025-08-31,New,Organic Search,0.0,0.0,
C003339,2024-10-30,New,Paid Search,2.0,2011.04,2023-04-10
C003340,2025-06-04,VIP,Email Marketing,0.0,0.0,
C003341,2025-05-18,Returning,Organic Search,1.0,2455.94,2025-06-08
C003342,2025-01-13,Returning,Direct,0.0,0.0,
C003343,2023-01-02,Returning,Paid Search,21.0,16681.6,2025-08-13
C003344,2025-05-31,New,Social Media,0.0,0.0,
C003345,2023-12-15,Returning,Referral,3.0,1107.2,2025-01-21
C003346,2025-03-31,Returning,Direct,0.0,0.0,
C003347,2024-05-31,New,Direct,0.0,0.0,
C003348,2025-05-13,VIP,Paid Search,0.0,0.0,
C003349,2025-03-16,Returning,Direct,0.0,0.0,
C003350,2025-03-28,Returning,Email Marketing,2.0,1529.28,2024-10-08
C003351,2023-01-02,VIP,Social Media,30.0,17095.24,2025-09-17
C003352,2025-09-13,New,Organic Search,1.0,256.49,2022-03-16
C003353,2025-04-20,VIP,Direct,1.0,329.38,2023-08-18
C003354,2025-05-24,Returning,Referral,0.0,0.0,
C003355,2024-01-28,Returning,Direct,7.0,3151.74,2025-04-12
C003356,2025-06-14,Returning,Social Media,0.0,0.0,
C003357,2025-08-08,VIP,Social Media,0.0,0.0,
C003358,2025-01-08,New,Social Media,0.0,0.0,
C003359,2025-04-13,Returning,Email Marketing,0.0,0.0,
C003360,2024-04-21,Returning,Organic Search,2.0,1206.24,2024-12-19
C003361,2024-07-09,Returning,Referral,1.0,1021.25,2025-06-04
C003362,2025-05-05,Returning,Paid Search,0.0,0.0,
C003363,2024-06-03,Returning,Direct,1.0,180.69,2024-01-03
C003364,2023-01-02,New,Referral,27.0,12302.29,2025-09-13
C003365,2025-04-08,New,Referral,0.0,0.0,
C003366,2025-01-27,Returning,Referral,0.0,0.0,
C003367,2023-09-09,New,Social Media,4.0,2766.72,2025-04-25
C003368,2024-01-23,Returning,Paid Search,3.0,2845.89,2025-04-17
C003369,2024-11-19,Returning,Social Media,0.0,0.0,
C003370,2025-08-11,New,Paid Search,0.0,0.0,
C003371,2023-01-29,Returning,Direct,15.0,11725.19,2025-09-28
C003372,2025-06-29,Returning,Paid Search,0.0,0.0,
C003373,2024-12-29,Returning,Social Media,2.0,646.28,2023-05-12
C003374,2025-09-13,Returning,Direct,0.0,0.0,
C003375,2025-03-25,Returning,Email Marketing,1.0,149.11,2025-09-25
C003376,2025-06-15,New,Direct,0.0,0.0,
C003377,2024-09-02,VIP,Organic Search,0.0,0.0,
C003378,2023-07-06,Returning,Social Media,10.0,15530.06,2024-07-05
C003379,2024-07-29,VIP,Organic Search,2.0,2495.96,2024-10-28
C003380,2025-06-18,Returning,Direct,0.0,0.0,
C003381,2025-06-06,Returning,Organic Search,0.0,0.0,
C003382,2024-02-26,Returning,Referral,4.0,1600.4,2025-02-15
C003383,2025-04-19,VIP,Paid Search,0.0,0.0,
C003384,2025-07-10,VIP,Paid Search,0.0,0.0,
C003385,2025-07-22,Returning,Direct,0.0,0.0,
C003386,2025-03-22,Returning,Paid Search,1.0,1050.38,2024-09-22
C003387,2024-03-17,New,Paid Search,3.0,3440.87,2025-09-02
C003388,2025-08-07,Returning,Referral,1.0,340.68,2024-10-17
C003389,2025-05-16,Returning,Referral,0.0,0.0,
C003390,2025-05-12,New,Paid Search,0.0,0.0,
C003391,2023-05-08,Returning,Social Media,9.0,3140.57,2025-08-15
C003392,2025-05-03,New,Social Media,0.0,0.0,
C003393,2024-01-11,VIP,Social Media,0.0,0.0,
C003394,2025-04-25,New,Email Marketing,0.0,0.0,
C003395,2025-06-05,VIP,Email Marketing,1.0,892.12,2023-01-08
C003396,2024-04-09,Returning,Email Marketing,2.0,1565.1,2022-05-01
C003397,2025-07-09,New,Social Media,0.0,0.0,
C003398,2023-01-07,New,Social Media,28.0,22732.31,2025-07-18
C003399,2025-03-08,Returning,Direct,0.0,0.0,
C003400,2025-07-18,Returning,Organic Search,0.0,0.0,
C003401,2024-06-20,Returning,Referral,2.0,2446.78,2025-06-30
C003402,2025-05-16,VIP,Email Marketing,2.0,1824.9,2023-09-03
C003403,2025-09-23,VIP,Email Marketing,0.0,0.0,
C003404,2025-02-01,New,Email Marketing,0.0,0.0,
C003405,2024-12-21,New,Direct,0.0,0.0,
C003406,2024-11-24,VIP,Email Marketing,1.0,1401.49,2025-08-26
C003407,2024-10-30,Returning,Social Media,0.0,0.0,
C003408,2025-03-23,New,Social Media,0.0,0.0,
C003409,2024-08-01,Returning,Email Marketing,1.0,3647.51,2023-02-25
C003410,2025-06-20,Returning,Organic Search,0.0,0.0,
C003411,2025-09-04,Returning,Social Media,0.0,0.0,
C003412,2025-05-06,Returning,Social Media,1.0,525.0,2022-04-01
C003413,2025-06-17,Returning,Email Marketing,1.0,143.28,2025-07-24
C003414,2025-08-24,Returning,Organic Search,0.0,0.0,
C003415,2025-05-26,Returning,Social Media,0.0,0.0,
C003416,2023-02-14,Returning,Direct,28.0,14508.73,2025-09-18
C003417,2025-02-23,New,Organic Search,1.0,152.64,2024-08-05
C003418,2025-02-05,New,Email Marketing,0.0,0.0,
C003419,2025-06-28,New,Social Media,0.0,0.0,
C003420,2025-07-29,Returning,Email Marketing,1.0,211.91,2024-09-24
C003421,2025-08-10,Returning,Paid Search,0.0,0.0,
C003422,2024-07-21,Returning,Direct,0.0,0.0,
C003423,2025-08-05,New,Email Marketing,0.0,0.0,
C003424,2025-07-14,New,Direct,0.0,0.0,
C003425,2025-05-17,New,Email Marketing,0.0,0.0,
C003426,2024-06-25,VIP,Referral,1.0,291.48,2025-01-21
C003427,2024-04-09,New,Email Marketing,0.0,0.0,
C003428,2025-04-20,VIP,Direct,1.0,341.79,2022-02-27
C003429,2025-06-13,Returning,Social Media,1.0,1444.72,2025-05-09
C003430,2024-07-31,Returning,Organic Search,1.0,1581.31,2022-12-08
C003431,2025-09-12,New,Referral,0.0,0.0,
C003432,2023-01-02,New,Paid Search,29.0,30024.6,2025-08-09
C003433,2025-05-16,Returning,Direct,0.0,0.0,
C003434,2024-06-22,New,Email Marketing,2.0,1788.35,2023-07-17
C003435,2024-09-16,New,Email Marketing,1.0,1209.46,2025-04-11
C003436,2025-08-29,Returning,Direct,0.0,0.0,
C003437,2024-01-01,Returning,Paid Search,3.0,3900.64,2024-08-28
C003438,2023-11-27,Returning,Email Marketing,7.0,6349.65,2025-08-12
C003439,2024-01-11,Returning,Email Marketing,4.0,2739.89,2025-07-21
C003440,2024-02-28,VIP,Paid Search,1.0,4894.09,2025-06-26
C003441,2024-11-21,Returning,Direct,1.0,791.89,2022-01-30
C003442,2023-06-03,VIP,Direct,17.0,9314.01,2025-09-17
C003443,2024-12-18,New,Organic Search,0.0,0.0,
C003444,2025-06-08,Returning,Social Media,0.0,0.0,
C003445,2025-04-29,New,Direct,0.0,0.0,
C003446,2025-08-05,New,Email Marketing,0.0,0.0,
C003447,2023-08-15,New,Email Marketing,8.0,4480.1,2025-08-19
C003448,2025-06-08,New,Social Media,0.0,0.0,
C003449,2024-12-07,VIP,Referral,1.0,429.76,2023-10-18
C003450,2025-01-24,Returning,Social Media,0.0,0.0,
C003451,2025-04-21,New,Social Media,0.0,0.0,
C003452,2023-08-02,Returning,Paid Search,4.0,2265.08,2025-01-03
C003453,2025-02-14,New,Direct,1.0,1333.5,2023-08-30
C003454,2023-11-21,New,Direct,3.0,3233.31,2025-04-16
C003455,2024-02-01,Returning,Organic Search,2.0,3113.0,2023-07-21
C003456,2025-02-28,Returning,Organic Search,2.0,982.8,2025-02-16
C003457,2025-04-13,Returning,Email Marketing,0.0,0.0,
C003458,2023-01-02,New,Direct,34.0,21014.18,2025-08-12
C003459,2025-04-28,Returning,Social Media,0.0,0.0,
C003460,2023-11-22,Returning,Paid Search,7.0,4303.62,2025-06-19
C003461,2025-06-15,Returning,Organic Search,0.0,0.0,
C003462,2025-05-08,New,Social Media,0.0,0.0,
C003463,2025-08-16,New,Organic Search,0.0,0.0,
C003464,2025-05-24,Returning,Organic Search,0.0,0.0,
C003465,2023-12-10,New,Paid Search,3.0,1139.34,2025-06-05
C003466,2024-08-01,Returning,Social Media,1.0,1153.05,2024-11-24
C003467,2024-12-14,Returning,Email Marketing,1.0,1016.23,2025-09-07
C003468,2025-09-02,Returning,Paid Search,0.0,0.0,
